"","V1","V2"
"61630","ENSG00000293099.1","ENSG00000293099"
"61631","ENSG00000293100.1","ENSG00000293100"
"61632","ENSG00000293101.1","OSTCP1"
"61633","ENSG00000293102.1","ENSG00000293102"
"61634","ENSG00000293104.1","ENSG00000293104"
"61635","ENSG00000293105.1","ENSG00000293105"
"61636","ENSG00000293106.2","RPL23AP7"
"61637","ENSG00000293107.1","ENSG00000293107"
"61638","ENSG00000293109.1","ANKRD36BP1"
"61639","ENSG00000293110.2","ENSG00000293110"
"61640","ENSG00000293111.1","ENSG00000293111"
"61641","ENSG00000293112.1","ENSG00000293112"
"61642","ENSG00000293113.2","GS1-279B7.1"
"61643","ENSG00000293114.1","ENSG00000293114"
"61644","ENSG00000293116.1","ENSG00000293116"
"61645","ENSG00000293117.2","ENSG00000293117"
"61646","ENSG00000293132.2","ENSG00000293132"
"61647","ENSG00000293133.1","INGX"
"61648","ENSG00000293134.1","PIN1P1"
"61649","ENSG00000293135.1","DNAJB3"
"61650","ENSG00000293136.2","ENSG00000293136"
"61651","ENSG00000293137.2","MSL3B"
"61652","ENSG00000293138.1","ENSG00000293138"
"61653","ENSG00000293139.2","ENSG00000293139"
"61654","ENSG00000293140.1","RPL29P2"
"61655","ENSG00000293141.2","ENSG00000293141"
"61656","ENSG00000293142.1","ENSG00000293142"
"61657","ENSG00000293143.1","ENSG00000293143"
"61658","ENSG00000293144.1","ENSG00000293144"
"61659","ENSG00000293145.2","ENSG00000293145"
"61660","ENSG00000293146.1","ENSG00000293146"
"61661","ENSG00000293147.1","SLC9A7P1"
"61662","ENSG00000293148.1","ENSG00000293148"
"61663","ENSG00000293149.1","ENSG00000293149"
"61664","ENSG00000293150.1","ENSG00000293150"
"61665","ENSG00000293151.1","ENSG00000293151"
"61666","ENSG00000293152.1","ENSG00000293152"
"61667","ENSG00000293153.1","ENSG00000293153"
"61668","ENSG00000293154.2","ENSG00000293154"
"61669","ENSG00000293155.2","ENSG00000293155"
"61670","ENSG00000293156.1","ENSG00000293156"
"61671","ENSG00000293157.1","ENSG00000293157"
"61672","ENSG00000293158.1","RPL13AP17"
"61673","ENSG00000293159.2","POM121L15P"
"61674","ENSG00000293160.2","ENSG00000293160"
"61675","ENSG00000293161.1","ENSG00000293161"
"61676","ENSG00000293162.1","ENSG00000293162"
"61677","ENSG00000293163.1","ENSG00000293163"
"61678","ENSG00000293164.1","ENSG00000293164"
"61679","ENSG00000293165.1","FABP5P3"
"61680","ENSG00000293166.1","ENSG00000293166"
"61681","ENSG00000293167.1","ENSG00000293167"
"61682","ENSG00000293168.2","ENSG00000293168"
"61683","ENSG00000293169.1","ENSG00000293169"
"61684","ENSG00000293170.1","ENSG00000293170"
"61685","ENSG00000293171.2","ENSG00000293171"
"61686","ENSG00000293172.1","ENSG00000293172"
"61687","ENSG00000293173.2","RPL31P11"
"61688","ENSG00000293174.1","ENSG00000293174"
"61689","ENSG00000293175.2","ENSG00000293175"
"61690","ENSG00000293176.2","RPSAP52"
"61691","ENSG00000293177.1","ENSG00000293177"
"61692","ENSG00000293178.2","ENSG00000293178"
"61693","ENSG00000293179.1","RNF126P1"
"61694","ENSG00000293180.1","ENSG00000293180"
"61695","ENSG00000293182.1","ENSG00000293182"
"61696","ENSG00000293183.1","ENSG00000293183"
"61697","ENSG00000293184.1","ENSG00000293184"
"61698","ENSG00000293185.2","TPM3P9"
"61699","ENSG00000293186.2","ENSG00000293186"
"61700","ENSG00000293187.1","ENSG00000293187"
"61701","ENSG00000293188.2","ENSG00000293188"
"61702","ENSG00000293189.2","ENSG00000293189"
"61703","ENSG00000293190.2","ENSG00000293190"
"61704","ENSG00000293191.1","ENSG00000293191"
"61705","ENSG00000293192.2","ENSG00000293192"
"61706","ENSG00000293193.2","ENSG00000293193"
"61707","ENSG00000293194.2","RDM1P5"
"61708","ENSG00000293195.2","ENSG00000293195"
"61709","ENSG00000293197.2","ENSG00000293197"
"61710","ENSG00000293198.1","ENSG00000293198"
"61711","ENSG00000293199.1","PTENP1"
"61712","ENSG00000293200.1","SLED1"
"61713","ENSG00000293201.2","NUP210P1"
"61714","ENSG00000293202.2","ENSG00000293202"
"61715","ENSG00000293203.1","ENSG00000293203"
"61716","ENSG00000293204.1","ENSG00000293204"
"61717","ENSG00000293205.1","TPI1P2"
"61718","ENSG00000293206.1","ENSG00000293206"
"61719","ENSG00000293207.1","ENSG00000293207"
"61720","ENSG00000293208.1","ENSG00000293208"
"61721","ENSG00000293209.1","GAS2L1P2"
"61722","ENSG00000293210.2","SSR4P1"
"61723","ENSG00000293211.1","ENSG00000293211"
"61724","ENSG00000293212.1","ENSG00000293212"
"61725","ENSG00000293213.1","ENSG00000293213"
"61726","ENSG00000293214.2","ENSG00000293214"
"61727","ENSG00000293215.1","ENSG00000293215"
"61728","ENSG00000293216.1","ENSG00000293216"
"61729","ENSG00000293217.1","LINC00367"
"61730","ENSG00000293218.1","ENSG00000293218"
"61731","ENSG00000293219.1","ENSG00000293219"
"61732","ENSG00000293220.2","LINC01399"
"61733","ENSG00000293221.2","ENSG00000293221"
"61734","ENSG00000293222.2","ACTG1P17"
"61735","ENSG00000293223.1","ENSG00000293223"
"61736","ENSG00000293224.2","ENSG00000293224"
"61737","ENSG00000293226.1","VENTXP1"
"61738","ENSG00000293227.1","ENSG00000293227"
"61739","ENSG00000293228.2","ENSG00000293228"
"61740","ENSG00000293229.1","ENSG00000293229"
"61741","ENSG00000293230.1","KRT19P2"
"61742","ENSG00000293231.1","ENSG00000293231"
"61743","ENSG00000293232.1","ENSG00000293232"
"61744","ENSG00000293233.1","ENSG00000293233"
"61745","ENSG00000293234.1","ENSG00000293234"
"61746","ENSG00000293235.1","ENSG00000293235"
"61747","ENSG00000293236.1","ENSG00000293236"
"61748","ENSG00000293237.1","HTR7P1"
"61749","ENSG00000293238.1","ENSG00000293238"
"61750","ENSG00000293239.2","ENSG00000293239"
"61751","ENSG00000293240.2","ENSG00000293240"
"61752","ENSG00000293241.2","GTF2IP4"
"61753","ENSG00000293242.2","ENSG00000293242"
"61754","ENSG00000293243.1","ENSG00000293243"
"61755","ENSG00000293244.1","ENSG00000293244"
"61756","ENSG00000293245.2","ENSG00000293245"
"61757","ENSG00000293246.2","ZNF321P"
"61758","ENSG00000293247.1","BIRC8"
"61759","ENSG00000293248.1","ENSG00000293248"
"61760","ENSG00000293249.2","ENSG00000293249"
"61761","ENSG00000293250.1","ENSG00000293250"
"61762","ENSG00000293251.3","ENSG00000293251"
"61763","ENSG00000293252.1","ENSG00000293252"
"61764","ENSG00000293253.2","ENSG00000293253"
"61765","ENSG00000293254.2","ENSG00000293254"
"61766","ENSG00000293255.1","ENSG00000293255"
"61767","ENSG00000293256.2","ENSG00000293256"
"61768","ENSG00000293258.1","ENSG00000293258"
"61769","ENSG00000293259.2","ENSG00000293259"
"61770","ENSG00000293260.1","ENSG00000293260"
"61771","ENSG00000293261.1","ENSG00000293261"
"61772","ENSG00000293262.2","ENSG00000293262"
"61773","ENSG00000293263.1","ENSG00000293263"
"61774","ENSG00000293264.2","ACTG1P25"
"61775","ENSG00000293265.2","ENSG00000293265"
"61776","ENSG00000293266.1","ENSG00000293266"
"61777","ENSG00000293267.2","MYADML"
"61778","ENSG00000293268.2","ENSG00000293268"
"61779","ENSG00000293269.2","ENSG00000293269"
"61780","ENSG00000293270.2","PGAM1P5"
"61781","ENSG00000293271.2","SLC44A3-AS1"
"61782","ENSG00000293272.1","ENSG00000293272"
"61783","ENSG00000293273.1","LILRP2"
"61784","ENSG00000293274.1","ENSG00000293274"
"61785","ENSG00000293275.1","ENSG00000293275"
"61786","ENSG00000293276.2","ENSG00000293276"
"61787","ENSG00000293277.1","ENSG00000293277"
"61788","ENSG00000293278.1","ENSG00000293278"
"61789","ENSG00000293279.2","ENSG00000293279"
"61790","ENSG00000293280.2","ENSG00000293280"
"61791","ENSG00000293281.1","ENSG00000293281"
"61792","ENSG00000293282.1","XNDC1CP"
"61793","ENSG00000293283.1","ENSG00000293283"
"61794","ENSG00000293284.1","ENSG00000293284"
"61795","ENSG00000293285.1","ENSG00000293285"
"61796","ENSG00000293286.1","ENSG00000293286"
"61797","ENSG00000293287.2","ENSG00000293287"
"61798","ENSG00000293289.2","ENSG00000293289"
"61799","ENSG00000293291.2","ENSG00000293291"
"61800","ENSG00000293292.1","ENSG00000293292"
"61801","ENSG00000293293.2","ENSG00000293293"
"61802","ENSG00000293294.2","MTHFD2P1"
"61803","ENSG00000293295.2","ENSG00000293295"
"61804","ENSG00000293296.1","PFN1P2"
"61805","ENSG00000293297.1","ENSG00000293297"
"61806","ENSG00000293299.1","ENSG00000293299"
"61807","ENSG00000293300.1","ENSG00000293300"
"61808","ENSG00000293301.1","ENSG00000293301"
"61809","ENSG00000293303.2","ENSG00000293303"
"61810","ENSG00000293304.1","ENSG00000293304"
"61811","ENSG00000293305.2","ENSG00000293305"
"61812","ENSG00000293306.2","ENSG00000293306"
"61813","ENSG00000293307.2","UBE2DNL"
"61814","ENSG00000293309.2","PAFAH1B2P2"
"61815","ENSG00000293310.2","ENSG00000293310"
"61816","ENSG00000293311.2","SMPD4BP"
"61817","ENSG00000293312.2","HNRNPKP3"
"61818","ENSG00000293313.2","ZNF37BP"
"61819","ENSG00000293314.2","SDAD1P1"
"61820","ENSG00000293315.2","ENSG00000293315"
"61821","ENSG00000293316.2","PLEKHA8P1"
"61822","ENSG00000293317.2","ZNF702P"
"61823","ENSG00000293318.1","ENSG00000293318"
"61824","ENSG00000293320.1","ENSG00000293320"
"61825","ENSG00000293321.1","ENSG00000293321"
"61826","ENSG00000293322.2","ENSG00000293322"
"61827","ENSG00000293323.2","ENSG00000293323"
"61828","ENSG00000293324.1","ENSG00000293324"
"61829","ENSG00000293325.2","KRT18P55"
"61830","ENSG00000293326.2","LINC00359"
"61831","ENSG00000293327.1","ENSG00000293327"
"61832","ENSG00000293328.2","NKAPP1"
"61833","ENSG00000293329.2","DUXAP9"
"61834","ENSG00000293331.2","ENSG00000293331"
"61835","ENSG00000293332.2","ENSG00000293332"
"61836","ENSG00000293333.1","ENSG00000293333"
"61837","ENSG00000293334.1","ENSG00000293334"
"61838","ENSG00000293335.1","ADAM21P1"
"61839","ENSG00000293336.2","ENSG00000293336"
"61840","ENSG00000293337.2","ENSG00000293337"
"61841","ENSG00000293338.1","ENSG00000293338"
"61842","ENSG00000293339.1","ENSG00000293339"
"61843","ENSG00000293340.1","ENSG00000293340"
"61844","ENSG00000293341.1","ENSG00000293341"
"61845","ENSG00000293342.2","ENSG00000293342"
"61846","ENSG00000293343.1","ENSG00000293343"
"61847","ENSG00000293344.1","FTLP10"
"61848","ENSG00000293345.1","ENSG00000293345"
"61849","ENSG00000293347.2","ENSG00000293347"
"61850","ENSG00000293348.1","ENSG00000293348"
"61851","ENSG00000293349.1","ENSG00000293349"
"61852","ENSG00000293350.2","ENSG00000293350"
"61853","ENSG00000293351.2","MAP2K4P1"
"61854","ENSG00000293352.2","RPLP0P2"
"61855","ENSG00000293353.1","ENSG00000293353"
"61856","ENSG00000293354.1","ENSG00000293354"
"61857","ENSG00000293358.1","ENSG00000293358"
"61858","ENSG00000293359.2","ENSG00000293359"
"61859","ENSG00000293360.1","ABCA11P"
"61860","ENSG00000293361.1","ENSG00000293361"
"61861","ENSG00000293362.1","FAM197Y8"
"61862","ENSG00000293363.3","ENSG00000293363"
"61863","ENSG00000293367.1","ENSG00000293367"
"61864","ENSG00000293370.1","ENSG00000293370"
"61865","ENSG00000293371.1","ENSG00000293371"
"61866","ENSG00000293372.2","ENSG00000293372"
"61867","ENSG00000293375.2","ENSG00000293375"
"61868","ENSG00000293376.2","ENSG00000293376"
"61869","ENSG00000293377.4","ENSG00000293377"
"61870","ENSG00000293378.2","ENSG00000293378"
"61871","ENSG00000293379.2","TMEM30CP"
"61872","ENSG00000293380.1","ADAM3A"
"61873","ENSG00000293381.1","SDR16C6P"
"61874","ENSG00000293382.1","GPR199P"
"61875","ENSG00000293384.2","ENSG00000293384"
"61876","ENSG00000293385.1","ENSG00000293385"
"61877","ENSG00000293386.2","LRRC78P"
"61878","ENSG00000293387.1","ENSG00000293387"
"61879","ENSG00000293388.1","ENSG00000293388"
"61880","ENSG00000293389.2","ENSG00000293389"
"61881","ENSG00000293390.1","ENSG00000293390"
"61882","ENSG00000293391.1","LDC1P"
"61883","ENSG00000293392.1","GLYCAM1"
"61884","ENSG00000293393.2","ENSG00000293393"
"61885","ENSG00000293394.2","ENSG00000293394"
"61886","ENSG00000293395.1","ENSG00000293395"
"61887","ENSG00000293396.2","ENSG00000293396"
"61888","ENSG00000293397.1","TMBIM7P"
"61889","ENSG00000293398.2","ENSG00000293398"
"61890","ENSG00000293399.3","ENSG00000293399"
"61891","ENSG00000293400.2","ENSG00000293400"
"61892","ENSG00000293401.2","ENSG00000293401"
"61893","ENSG00000293402.1","ENSG00000293402"
"61894","ENSG00000293403.2","ENSG00000293403"
"61895","ENSG00000293404.1","ENSG00000293404"
"61896","ENSG00000293405.2","CYP2T1P"
"61897","ENSG00000293406.1","ENSG00000293406"
"61898","ENSG00000293407.2","PRSS59P"
"61899","ENSG00000293408.1","ENSG00000293408"
"61900","ENSG00000293410.2","ENSG00000293410"
"61901","ENSG00000293411.2","ENSG00000293411"
"61902","ENSG00000293412.2","GUCY1B2"
"61903","ENSG00000293413.2","ENSG00000293413"
"61904","ENSG00000293414.2","TMEM277P"
"61905","ENSG00000293415.2","ENSG00000293415"
"61906","ENSG00000293416.1","PRSS46P"
"61907","ENSG00000293417.1","ENSG00000293417"
"61908","ENSG00000293418.1","ENSG00000293418"
"61909","ENSG00000293419.2","PRSS42P"
"61910","ENSG00000293420.2","ENSG00000293420"
"61911","ENSG00000293421.1","CSN1S2AP"
"61912","ENSG00000293422.2","PRORSD1P"
"61913","ENSG00000293423.2","ABCA17P"
"61914","ENSG00000293426.2","SEC1P"
"61915","ENSG00000293427.2","ENSG00000293427"
"61916","ENSG00000293428.2","C22orf46P"
"61917","ENSG00000293429.1","ENSG00000293429"
"61918","ENSG00000293430.2","ENSG00000293430"
"61919","ENSG00000293431.1","MBL1P"
"61920","ENSG00000293432.1","ENSG00000293432"
"61921","ENSG00000293433.1","ENSG00000293433"
"61922","ENSG00000293434.2","AHSA2P"
"61923","ENSG00000293435.2","ACTE1P"
"61924","ENSG00000293436.1","ENSG00000293436"
"61925","ENSG00000293437.1","IQCF4P"
"61926","ENSG00000293438.2","ENSG00000293438"
"61927","ENSG00000293440.2","DBIL5P"
"61928","ENSG00000293441.2","ENSG00000293441"
"61929","ENSG00000293442.2","PRKY"
"61930","ENSG00000293443.1","ENSG00000293443"
"61931","ENSG00000293444.2","ENSG00000293444"
"61932","ENSG00000293445.1","ENSG00000293445"
"61933","ENSG00000293446.2","ENSG00000293446"
"61934","ENSG00000293447.1","TEX56P"
"61935","ENSG00000293448.2","ENSG00000293448"
"61936","ENSG00000293449.2","ENSG00000293449"
"61937","ENSG00000293450.1","ENSG00000293450"
"61938","ENSG00000293451.1","TDH"
"61939","ENSG00000293453.2","ENSG00000293453"
"61940","ENSG00000293454.1","PCDHGB8P"
"61941","ENSG00000293455.2","ENSG00000293455"
"61942","ENSG00000293456.1","C3orf86P"
"61943","ENSG00000293457.2","PTPRVP"
"61944","ENSG00000293458.1","FMO6P"
"61945","ENSG00000293459.1","MFSD13B"
"61946","ENSG00000293460.1","LINC02210"
"61947","ENSG00000293461.2","ENSG00000293461"
"61948","ENSG00000293462.1","ENSG00000293462"
"61949","ENSG00000293463.2","ENSG00000293463"
"61950","ENSG00000293464.2","ENSG00000293464"
"61951","ENSG00000293465.2","ENSG00000293465"
"61952","ENSG00000293467.1","ENSG00000293467"
"61953","ENSG00000293468.2","ENSG00000293468"
"61954","ENSG00000293469.2","CHMP1B2P"
"61955","ENSG00000293470.3","ENSG00000293470"
"61956","ENSG00000293471.2","ENSG00000293471"
"61957","ENSG00000293472.2","ENSG00000293472"
"61958","ENSG00000293473.2","CENPBD1P"
"61959","ENSG00000293474.1","ENSG00000293474"
"61960","ENSG00000293475.2","ENSG00000293475"
"61961","ENSG00000293476.1","ENSG00000293476"
"61962","ENSG00000293477.2","CRYZL2P"
"61963","ENSG00000293478.2","GFOD3P"
"61964","ENSG00000293479.1","ENSG00000293479"
"61965","ENSG00000293480.2","TCAM1P"
"61966","ENSG00000293481.2","ENSG00000293481"
"61967","ENSG00000293482.2","ENSG00000293482"
"61968","ENSG00000293484.2","TEX14BP"
"61969","ENSG00000293485.2","SERHL"
"61970","ENSG00000293486.2","ENSG00000293486"
"61971","ENSG00000293487.2","CDIPTOSP"
"61972","ENSG00000293488.2","ENSG00000293488"
"61973","ENSG00000293489.2","CMAHP"
"61974","ENSG00000293490.2","SLC66A1LP"
"61975","ENSG00000293491.2","TMEM198B"
"61976","ENSG00000293492.2","NUDT16L2P"
"61977","ENSG00000293493.2","VNN3P"
"61978","ENSG00000293494.3","ZPLD2P"
"61979","ENSG00000293495.2","C19orf48P"
"61980","ENSG00000293496.2","ENSG00000293496"
"61981","ENSG00000293497.2","ENSG00000293497"
"61982","ENSG00000293498.2","ENSG00000293498"
"61983","ENSG00000293499.2","ENSG00000293499"
"61984","ENSG00000293500.2","ENSG00000293500"
"61985","ENSG00000293501.2","ENSG00000293501"
"61986","ENSG00000293502.1","ENSG00000293502"
"61987","ENSG00000293503.2","ENSG00000293503"
"61988","ENSG00000293504.2","NPY6R"
"61989","ENSG00000293505.1","GNRHR2"
"61990","ENSG00000293506.2","ENSG00000293506"
"61991","ENSG00000293507.2","FBXL9P"
"61992","ENSG00000293508.2","POLR1HASP"
"61993","ENSG00000293509.2","ENSG00000293509"
"61994","ENSG00000293510.2","AFG3L1P"
"61995","ENSG00000293511.2","LRRC77P"
"61996","ENSG00000293512.2","ENSG00000293512"
"61997","ENSG00000293513.2","LINC00301"
"61998","ENSG00000293514.2","CUTALP"
"61999","ENSG00000293515.2","WFDC21P"
"62000","ENSG00000293516.2","ZNF271P"
"62001","ENSG00000293517.2","ENSG00000293517"
"62002","ENSG00000293518.2","ENSG00000293518"
"62003","ENSG00000293519.1","ENSG00000293519"
"62004","ENSG00000293526.1","ENSG00000293526"
"62005","ENSG00000293527.1","ENSG00000293527"
"62006","ENSG00000293528.1","ENSG00000293528"
"62007","ENSG00000293529.2","FRMPD2B"
"62008","ENSG00000293534.2","ENSG00000293534"
"62009","ENSG00000293535.3","ENSG00000293535"
"62010","ENSG00000293537.2","ENSG00000293537"
"62011","ENSG00000293538.3","DMBT1L1"
"62012","ENSG00000293539.2","ENSG00000293539"
"62013","ENSG00000293540.2","ENSG00000293540"
"62014","ENSG00000293541.2","ENSG00000293541"
"62015","ENSG00000293542.1","DUSP13B"
"62016","ENSG00000293543.1","DUSP13A"
"62017","ENSG00000293544.1","ENSG00000293544"
"62018","ENSG00000293546.1","ALG1L9P"
"62019","ENSG00000293548.1","ENSG00000293548"
"62020","ENSG00000293550.1","ENSG00000293550"
"62021","ENSG00000293553.1","ENSG00000293553"
"62022","ENSG00000293554.1","ENSG00000293554"
"62023","ENSG00000293555.2","FAM169BP"
"62024","ENSG00000293556.1","ENSG00000293556"
"62025","ENSG00000293557.1","ENSG00000293557"
"62026","ENSG00000293558.1","ENSG00000293558"
"62027","ENSG00000293559.1","ENSG00000293559"
"62028","ENSG00000293560.2","ENSG00000293560"
"62029","ENSG00000293562.1","ENSG00000293562"
"62030","ENSG00000293563.2","ENSG00000293563"
"62031","ENSG00000293564.1","ENSG00000293564"
"62032","ENSG00000293565.1","ENSG00000293565"
"62033","ENSG00000293568.1","ENSG00000293568"
"62034","ENSG00000293569.1","ENSG00000293569"
"62035","ENSG00000293570.1","ENSG00000293570"
"62036","ENSG00000293571.1","ENSG00000293571"
"62037","ENSG00000293573.1","ENSG00000293573"
"62038","ENSG00000293574.1","ENSG00000293574"
"62039","ENSG00000293575.1","ENSG00000293575"
"62040","ENSG00000293576.1","ENSG00000293576"
"62041","ENSG00000293580.1","ENSG00000293580"
"62042","ENSG00000293581.1","ENSG00000293581"
"62043","ENSG00000293584.1","ENSG00000293584"
"62044","ENSG00000293586.2","ENSG00000293586"
"62045","ENSG00000293587.2","ENSG00000293587"
"62046","ENSG00000293588.2","ENSG00000293588"
"62047","ENSG00000293591.1","ENSG00000293591"
"62048","ENSG00000293592.2","ENSG00000293592"
"62049","ENSG00000293594.1","ENSG00000293594"
"62050","ENSG00000293595.1","SLC25A3P1"
"62051","ENSG00000293596.2","SCREEM1"
"62052","ENSG00000293597.3","LINC00970"
"62053","ENSG00000293599.1","ENSG00000293599"
"62054","ENSG00000293600.2","ENSG00000293600"
"62055","ENSG00000293605.1","ENSG00000293605"
"62056","ENSG00000293606.1","ENSG00000293606"
"62057","ENSG00000293607.1","ENSG00000293607"
"62058","ENSG00000293608.1","ENSG00000293608"
"62059","ENSG00000293609.1","ENSG00000293609"
"62060","ENSG00000293610.1","ENSG00000293610"
"62061","ENSG00000293611.1","ENSG00000293611"
"62062","ENSG00000293612.2","ENSG00000293612"
"62063","ENSG00000293613.1","ENSG00000293613"
"62064","ENSG00000293614.1","ENSG00000293614"
"62065","ENSG00000293615.1","ENSG00000293615"
"62066","ENSG00000293616.2","PCBP1-AS1"
"62067","ENSG00000293618.1","ENSG00000293618"
"62068","ENSG00000293619.1","ENSG00000293619"
"62069","ENSG00000293621.2","UVRAG-DT"
"62070","ENSG00000293623.1","ENSG00000293623"
"62071","ENSG00000293624.2","ENSG00000293624"
"62072","ENSG00000293625.1","ENSG00000293625"
"62073","ENSG00000293626.1","ENSG00000293626"
"62074","ENSG00000293627.1","ENSG00000293627"
"62075","ENSG00000293628.1","ENSG00000293628"
"62076","ENSG00000293629.1","ENSG00000293629"
"62077","ENSG00000293630.1","ENSG00000293630"
"62078","ENSG00000293636.1","ENSG00000293636"
"62079","ENSG00000293642.1","ENSG00000293642"
"62080","ENSG00000293643.1","ENSG00000293643"
"62081","ENSG00000293644.1","LINC01618"
"62082","ENSG00000293645.1","ENSG00000293645"
"62083","ENSG00000293647.1","ENSG00000293647"
"62084","ENSG00000293648.1","ENSG00000293648"
"62085","ENSG00000293650.1","ENSG00000293650"
"62086","ENSG00000293651.1","ENSG00000293651"
"62087","ENSG00000293652.1","ENSG00000293652"
"62088","ENSG00000293653.1","ENSG00000293653"
"62089","ENSG00000293654.1","ENSG00000293654"
"62090","ENSG00000293655.1","ENSG00000293655"
"62091","ENSG00000293656.1","ENSG00000293656"
"62092","ENSG00000293657.1","ENSG00000293657"
"62093","ENSG00000293659.1","ENSG00000293659"
"62094","ENSG00000293660.1","ENSG00000293660"
"62095","ENSG00000293661.1","ENSG00000293661"
"62096","ENSG00000293662.1","ENSG00000293662"
"62097","ENSG00000293663.1","ENSG00000293663"
"62098","ENSG00000293664.1","ENSG00000293664"
"62099","ENSG00000293667.1","ENSG00000293667"
"62100","ENSG00000293668.1","ENSG00000293668"
"62101","ENSG00000293669.2","ENSG00000293669"
"62102","ENSG00000293670.1","ENSG00000293670"
"62103","ENSG00000293671.1","ENSG00000293671"
"62104","ENSG00000293672.1","ENSG00000293672"
"62105","ENSG00000293673.1","ENSG00000293673"
"62106","ENSG00000293674.1","ENSG00000293674"
"62107","ENSG00000293676.3","ENSG00000293676"
"62108","ENSG00000293677.1","ENSG00000293677"
"62109","ENSG00000293678.1","ENSG00000293678"
"62110","ENSG00000293679.1","ENSG00000293679"
"62111","ENSG00000293680.1","ENSG00000293680"
"62112","ENSG00000293681.1","ENSG00000293681"
"62113","ENSG00000293682.1","ENSG00000293682"
"62114","ENSG00000293683.2","TMEM269-DT"
"62115","ENSG00000293684.1","ENSG00000293684"
"62116","ENSG00000293685.1","ENSG00000293685"
"62117","ENSG00000293686.1","ENSG00000293686"
"62118","ENSG00000293687.1","ENSG00000293687"
"62119","ENSG00000293688.1","ENSG00000293688"
"62120","ENSG00000293689.1","ENSG00000293689"
"62121","ENSG00000293690.1","ENSG00000293690"
"62122","ENSG00000293691.1","ENSG00000293691"
"62123","ENSG00000293692.1","ENSG00000293692"
"62124","ENSG00000293693.1","ENSG00000293693"
"62125","ENSG00000293694.1","ENSG00000293694"
"62126","ENSG00000293695.1","ENSG00000293695"
"62127","ENSG00000293696.1","ENSG00000293696"
"62128","ENSG00000293697.2","ANKRD20A5P"
"62129","ENSG00000293698.1","ENSG00000293698"
"62130","ENSG00000293699.3","ANKRD26P3"
"62131","ENSG00000293700.1","ENSG00000293700"
"62132","ENSG00000293701.1","ENSG00000293701"
"62133","ENSG00000293702.1","ENSG00000293702"
"62134","ENSG00000293703.1","ENSG00000293703"
"62135","ENSG00000293704.1","ENSG00000293704"
"62136","ENSG00000293705.1","ENSG00000293705"
"62137","ENSG00000293706.1","ENSG00000293706"
"62138","ENSG00000293707.1","ENSG00000293707"
"62139","ENSG00000293708.1","ENSG00000293708"
"62140","ENSG00000293709.1","ENSG00000293709"
"62141","ENSG00000293710.1","ENSG00000293710"
"62142","ENSG00000293711.1","ENSG00000293711"
"62143","ENSG00000293712.1","ENSG00000293712"
"62144","ENSG00000293713.1","ENSG00000293713"
"62145","ENSG00000293714.1","ENSG00000293714"
"62146","ENSG00000293715.1","ENSG00000293715"
"62147","ENSG00000293716.1","ENSG00000293716"
"62148","ENSG00000293717.1","ENSG00000293717"
"62149","ENSG00000293718.1","ENSG00000293718"
"62150","ENSG00000293719.1","ENSG00000293719"
"62151","ENSG00000293720.1","ENSG00000293720"
"62152","ENSG00000293721.1","ENSG00000293721"
"62153","ENSG00000293723.1","ENSG00000293723"
"62154","ENSG00000293724.1","ENSG00000293724"
"62155","ENSG00000293725.1","ENSG00000293725"
"62156","ENSG00000293726.1","ENSG00000293726"
"62157","ENSG00000293727.1","ENSG00000293727"
"62158","ENSG00000293728.1","ENSG00000293728"
"62159","ENSG00000293729.1","ENSG00000293729"
"62160","ENSG00000293730.1","ENSG00000293730"
"62161","ENSG00000293731.1","ENSG00000293731"
"62162","ENSG00000293732.1","ENSG00000293732"
"62163","ENSG00000293733.1","ENSG00000293733"
"62164","ENSG00000293734.1","ENSG00000293734"
"62165","ENSG00000293735.1","ENSG00000293735"
"62166","ENSG00000293736.1","ENSG00000293736"
"62167","ENSG00000293737.1","ENSG00000293737"
"62168","ENSG00000293738.1","ENSG00000293738"
"62169","ENSG00000293739.1","ENSG00000293739"
"62170","ENSG00000293740.1","ENSG00000293740"
"62171","ENSG00000293741.1","ENSG00000293741"
"62172","ENSG00000293742.1","ENSG00000293742"
"62173","ENSG00000293743.1","ENSG00000293743"
"62174","ENSG00000293744.1","ENSG00000293744"
"62175","ENSG00000293745.1","ENSG00000293745"
"62176","ENSG00000293746.1","ENSG00000293746"
"62177","ENSG00000293747.1","ENSG00000293747"
"62178","ENSG00000293748.1","ENSG00000293748"
"62179","ENSG00000293749.1","ENSG00000293749"
"62180","ENSG00000293750.1","ENSG00000293750"
"62181","ENSG00000293751.1","ENSG00000293751"
"62182","ENSG00000293752.1","ENSG00000293752"
"62183","ENSG00000293753.1","ENSG00000293753"
"62184","ENSG00000293754.1","ENSG00000293754"
"62185","ENSG00000293755.1","ENSG00000293755"
"62186","ENSG00000293756.1","ENSG00000293756"
"62187","ENSG00000293757.1","ENSG00000293757"
"62188","ENSG00000293758.1","ENSG00000293758"
"62189","ENSG00000293759.1","ENSG00000293759"
"62190","ENSG00000293760.1","ENSG00000293760"
"62191","ENSG00000293761.1","ENSG00000293761"
"62192","ENSG00000293762.1","ENSG00000293762"
"62193","ENSG00000293763.1","ENSG00000293763"
"62194","ENSG00000293764.1","ENSG00000293764"
"62195","ENSG00000293765.1","ENSG00000293765"
"62196","ENSG00000293766.1","ENSG00000293766"
"62197","ENSG00000293767.1","ENSG00000293767"
