"","V1","V2"
"22804","ENSG00000214593.3","ENSG00000214593"
"22805","ENSG00000214595.13","EML6"
"22806","ENSG00000214602.3","CTBP2P5"
"22807","ENSG00000214604.3","NPM1P36"
"22808","ENSG00000214607.2","ADAM24P"
"22809","ENSG00000214612.3","RPS19P1"
"22810","ENSG00000214614.3","ENSG00000214614"
"22811","ENSG00000214617.10","SLC6A10P"
"22812","ENSG00000214626.2","POLR3DP1"
"22813","ENSG00000214628.3","NDUFB5P2"
"22814","ENSG00000214629.3","RPSAP6"
"22815","ENSG00000214641.3","RPS15AP20"
"22816","ENSG00000214642.1","DEFB113"
"22817","ENSG00000214643.8","DEFB133"
"22818","ENSG00000214646.9","COMMD4P1"
"22819","ENSG00000214650.4","ENSG00000214650"
"22820","ENSG00000214651.4","ENSG00000214651"
"22821","ENSG00000214652.7","ZNF727"
"22822","ENSG00000214653.4","HNRNPA3P3"
"22823","ENSG00000214654.9","B3GALT9"
"22824","ENSG00000214655.11","ZSWIM8"
"22825","ENSG00000214657.4","RPLP1P5"
"22826","ENSG00000214659.4","KRT8P26"
"22827","ENSG00000214660.6","SLC29A4P2"
"22828","ENSG00000214668.4","SLC29A4P1"
"22829","ENSG00000214669.3","ENSG00000214669"
"22830","ENSG00000214671.4","RPL6P12"
"22831","ENSG00000214676.4","RPL9P16"
"22832","ENSG00000214681.4","IQCF5"
"22833","ENSG00000214684.2","ANKRD49P4"
"22834","ENSG00000214686.7","IQCF6"
"22835","ENSG00000214688.6","C10orf105"
"22836","ENSG00000214691.10","LINC01913"
"22837","ENSG00000214694.13","ARHGEF33"
"22838","ENSG00000214695.3","NPAP1P2"
"22839","ENSG00000214700.6","C12orf71"
"22840","ENSG00000214702.6","COMMD4P2"
"22841","ENSG00000214706.12","IFRD2"
"22842","ENSG00000214708.4","ENSG00000214708"
"22843","ENSG00000214711.10","CAPN14"
"22844","ENSG00000214717.12","ZBED1"
"22845","ENSG00000214719.14","ENSG00000214719"
"22846","ENSG00000214720.4","KRT18P49"
"22847","ENSG00000214725.11","CDIPTOSP"
"22848","ENSG00000214727.2","RPL5P35"
"22849","ENSG00000214736.8","TOMM6"
"22850","ENSG00000214743.4","MRPS5P3"
"22851","ENSG00000214745.2","GOT2P6"
"22852","ENSG00000214748.2","ENSG00000214748"
"22853","ENSG00000214753.4","HNRNPUL2"
"22854","ENSG00000214754.3","SRSF8CP"
"22855","ENSG00000214756.8","CSKMT"
"22856","ENSG00000214759.3","RPL36AP2"
"22857","ENSG00000214760.3","RPL21P1"
"22858","ENSG00000214761.3","HNRNPA1P15"
"22859","ENSG00000214765.11","SEPTIN7P2"
"22860","ENSG00000214770.3","ENSG00000214770"
"22861","ENSG00000214772.3","GUCY2C-AS1"
"22862","ENSG00000214773.1","ENSG00000214773"
"22863","ENSG00000214776.13","ENSG00000214776"
"22864","ENSG00000214782.8","MS4A18"
"22865","ENSG00000214784.4","RPS3AP21"
"22866","ENSG00000214787.11","MS4A4E"
"22867","ENSG00000214788.3","ENSG00000214788"
"22868","ENSG00000214794.4","KRT18P42"
"22869","ENSG00000214796.10","TUBA5P"
"22870","ENSG00000214797.3","ENSG00000214797"
"22871","ENSG00000214803.3","ENSG00000214803"
"22872","ENSG00000214807.2","NPM1P31"
"22873","ENSG00000214810.4","CYCSP55"
"22874","ENSG00000214812.3","ARL8BP2"
"22875","ENSG00000214814.7","FER1L6"
"22876","ENSG00000214815.2","IMPDH1P3"
"22877","ENSG00000214819.2","CDRT15L2"
"22878","ENSG00000214820.3","MPRIPP1"
"22879","ENSG00000214821.4","HMGB1P4"
"22880","ENSG00000214822.9","KRT16P3"
"22881","ENSG00000214823.3","NXT1P1"
"22882","ENSG00000214825.2","EI24P3"
"22883","ENSG00000214826.5","DDX12P"
"22884","ENSG00000214827.11","MTCP1"
"22885","ENSG00000214832.6","UPF3AP2"
"22886","ENSG00000214835.3","RPL23AP6"
"22887","ENSG00000214837.9","LINC01347"
"22888","ENSG00000214842.6","RAD51AP2"
"22889","ENSG00000214843.3","ZFYVE9P2"
"22890","ENSG00000214846.4","ENSG00000214846"
"22891","ENSG00000214851.6","LINC00612"
"22892","ENSG00000214853.5","PPIAP79"
"22893","ENSG00000214855.12","APOC1P1"
"22894","ENSG00000214856.12","KRT16P1"
"22895","ENSG00000214857.4","SEM1P1"
"22896","ENSG00000214860.5","EVPLL"
"22897","ENSG00000214866.9","DCDC2C"
"22898","ENSG00000214867.3","SRSF9P1"
"22899","ENSG00000214869.5","TPM3P4"
"22900","ENSG00000214870.12","LINC02981"
"22901","ENSG00000214872.9","SMTNL1"
"22902","ENSG00000214875.2","MED28P1"
"22903","ENSG00000214878.2","RPL5P31"
"22904","ENSG00000214880.3","OR7E5P"
"22905","ENSG00000214881.4","TMEM14DP"
"22906","ENSG00000214883.4","ENSG00000214883"
"22907","ENSG00000214886.4","FAM177A1P1"
"22908","ENSG00000214888.4","NPAP1P9"
"22909","ENSG00000214889.3","RPS9P1"
"22910","ENSG00000214890.3","ENSG00000214890"
"22911","ENSG00000214891.9","TRIM64C"
"22912","ENSG00000214892.4","USP8P1"
"22913","ENSG00000214894.8","LINC00243"
"22914","ENSG00000214896.4","RPSAP55"
"22915","ENSG00000214897.5","PNMA6E"
"22916","ENSG00000214900.14","LINC01588"
"22917","ENSG00000214903.4","RPS15AP3"
"22918","ENSG00000214904.5","DUTP8"
"22919","ENSG00000214908.3","ENSG00000214908"
"22920","ENSG00000214914.3","RPL23AP3"
"22921","ENSG00000214915.4","ENSG00000214915"
"22922","ENSG00000214917.3","ENSG00000214917"
"22923","ENSG00000214919.3","ENSG00000214919"
"22924","ENSG00000214922.10","HLA-F-AS1"
"22925","ENSG00000214925.3","RPL36AP52"
"22926","ENSG00000214929.4","SPATA31D1"
"22927","ENSG00000214930.2","KRT8P6"
"22928","ENSG00000214940.9","NPIPA8"
"22929","ENSG00000214941.8","ZSWIM7"
"22930","ENSG00000214942.7","ENSG00000214942"
"22931","ENSG00000214943.5","GPR33"
"22932","ENSG00000214944.10","ARHGEF28"
"22933","ENSG00000214946.15","TBC1D26"
"22934","ENSG00000214954.9","LRRC69"
"22935","ENSG00000214960.11","CRPPA"
"22936","ENSG00000214961.2","NT5DC1P2"
"22937","ENSG00000214967.6","NPIPA7"
"22938","ENSG00000214973.3","CHCHD3P3"
"22939","ENSG00000214975.4","PPIAP29"
"22940","ENSG00000214976.2","VDAC2P1"
"22941","ENSG00000214978.8","GSG1L2"
"22942","ENSG00000214980.4","ENSG00000214980"
"22943","ENSG00000214988.4","RPL7AP26"
"22944","ENSG00000214992.6","AKAP17BP"
"22945","ENSG00000214998.2","CCNB2P1"
"22946","ENSG00000214999.4","ENSG00000214999"
"22947","ENSG00000215000.4","GAPDHP77"
"22948","ENSG00000215002.2","RPL23AP59"
"22949","ENSG00000215003.4","RPL15P20"
"22950","ENSG00000215004.3","MESTP4"
"22951","ENSG00000215005.2","HSPD1P7"
"22952","ENSG00000215006.4","CHCHD2P2"
"22953","ENSG00000215007.3","DNAJA1P3"
"22954","ENSG00000215009.6","ACSM4"
"22955","ENSG00000215012.9","RTL10"
"22956","ENSG00000215014.5","SSU72-AS1"
"22957","ENSG00000215016.2","RPL24P7"
"22958","ENSG00000215018.10","COL28A1"
"22959","ENSG00000215021.10","PHB2"
"22960","ENSG00000215022.8","ENSG00000215022"
"22961","ENSG00000215023.2","ENSG00000215023"
"22962","ENSG00000215029.12","TCP11X2"
"22963","ENSG00000215030.5","RPL13P12"
"22964","ENSG00000215032.2","GNL3LP1"
"22965","ENSG00000215034.4","DSTNP4"
"22966","ENSG00000215035.2","FDPSP5"
"22967","ENSG00000215037.2","VENTXP2"
"22968","ENSG00000215039.10","CD27-AS1"
"22969","ENSG00000215041.10","NEURL4"
"22970","ENSG00000215043.2","GLULP6"
"22971","ENSG00000215045.9","GRID2IP"
"22972","ENSG00000215049.3","PRDX2P1"
"22973","ENSG00000215054.3","HNRNPCP10"
"22974","ENSG00000215057.4","PKMP5"
"22975","ENSG00000215063.3","RPL21P2"
"22976","ENSG00000215065.3","DUSP8P1"
"22977","ENSG00000215068.11","ANXA2R-AS1"
"22978","ENSG00000215070.4","XRCC6P5"
"22979","ENSG00000215085.4","GTF3C6P1"
"22980","ENSG00000215086.2","NPM1P24"
"22981","ENSG00000215088.3","RPS5P3"
"22982","ENSG00000215089.3","KRT18P11"
"22983","ENSG00000215093.3","EEF1A1P29"
"22984","ENSG00000215094.3","ENSG00000215094"
"22985","ENSG00000215096.3","IFITM8P"
"22986","ENSG00000215097.3","ENSG00000215097"
"22987","ENSG00000215102.2","TERF1P4"
"22988","ENSG00000215105.4","TTC3P1"
"22989","ENSG00000215110.7","UGT2B25P"
"22990","ENSG00000215112.7","FAM74A1"
"22991","ENSG00000215113.7","CXorf49B"
"22992","ENSG00000215114.10","UBXN2B"
"22993","ENSG00000215115.7","CXorf49"
"22994","ENSG00000215117.7","LINC00588"
"22995","ENSG00000215120.2","SOCS6P1"
"22996","ENSG00000215124.2","AMD1P4"
"22997","ENSG00000215126.12","ZNG1F"
"22998","ENSG00000215127.7","SYT14P1"
"22999","ENSG00000215131.11","C16orf90"
"23000","ENSG00000215146.7","ENSG00000215146"
"23001","ENSG00000215148.11","PRSS41"
"23002","ENSG00000215149.3","KRT18P32"
"23003","ENSG00000215151.4","ABCD1P2"
"23004","ENSG00000215154.8","ENSG00000215154"
"23005","ENSG00000215156.6","ENSG00000215156"
"23006","ENSG00000215158.10","GUSBP18"
"23007","ENSG00000215160.4","OR7E122P"
"23008","ENSG00000215162.3","LINC00269"
"23009","ENSG00000215165.3","TCEA1P3"
"23010","ENSG00000215168.2","ATXN7L3P1"
"23011","ENSG00000215174.2","NLRP2B"
"23012","ENSG00000215177.3","IGLV8OR8-1"
"23013","ENSG00000215179.5","MAPK6P4"
"23014","ENSG00000215182.8","MUC5AC"
"23015","ENSG00000215183.5","MSMP"
"23016","ENSG00000215184.2","RPS12P16"
"23017","ENSG00000215186.7","GOLGA6B"
"23018","ENSG00000215187.13","CIMIP2B"
"23019","ENSG00000215190.10","LINC00680"
"23020","ENSG00000215193.14","PEX26"
"23021","ENSG00000215196.6","BASP1-AS1"
"23022","ENSG00000215197.4","PGAM4P1"
"23023","ENSG00000215198.3","ENSG00000215198"
"23024","ENSG00000215199.3","YWHAZP6"
"23025","ENSG00000215203.3","GRXCR1"
"23026","ENSG00000215206.5","TRBV24OR9-2"
"23027","ENSG00000215208.3","KRT18P60"
"23028","ENSG00000215210.3","RBMXP2"
"23029","ENSG00000215217.7","CFAP90"
"23030","ENSG00000215218.4","UBE2QL1"
"23031","ENSG00000215221.2","UBA52P6"
"23032","ENSG00000215223.3","CYP51A1P3"
"23033","ENSG00000215227.4","NUTF2P5"
"23034","ENSG00000215231.9","LINC01020"
"23035","ENSG00000215236.3","RPL7P33"
"23036","ENSG00000215237.6","ENSG00000215237"
"23037","ENSG00000215241.5","LINC02449"
"23038","ENSG00000215244.5","LINC02649"
"23039","ENSG00000215246.7","LINC02982"
"23040","ENSG00000215251.5","FASTKD5"
"23041","ENSG00000215252.12","GOLGA8B"
"23042","ENSG00000215256.7","DHRS4-AS1"
"23043","ENSG00000215262.8","KCNU1"
"23044","ENSG00000215263.2","ENSG00000215263"
"23045","ENSG00000215264.4","RPL10AP3"
"23046","ENSG00000215267.10","AKR1C7P"
"23047","ENSG00000215268.3","USP10P3"
"23048","ENSG00000215269.6","GAGE12G"
"23049","ENSG00000215270.3","TOMM40P2"
"23050","ENSG00000215274.6","GAGE10"
"23051","ENSG00000215277.9","RNF212B"
"23052","ENSG00000215278.4","RPS7P6"
"23053","ENSG00000215283.3","HMGB3P24"
"23054","ENSG00000215284.2","CHMP5P1"
"23055","ENSG00000215286.3","SRSF6P1"
"23056","ENSG00000215288.5","ENSG00000215288"
"23057","ENSG00000215296.11","TMCO5B"
"23058","ENSG00000215297.3","ENSG00000215297"
"23059","ENSG00000215301.11","DDX3X"
"23060","ENSG00000215302.9","WHAMMP4"
"23061","ENSG00000215304.3","ENSG00000215304"
"23062","ENSG00000215305.10","VPS16"
"23063","ENSG00000215310.2","ENSG00000215310"
"23064","ENSG00000215311.3","NPM1P12"
"23065","ENSG00000215313.3","RPL6P30"
"23066","ENSG00000215317.2","THUMPD1P1"
"23067","ENSG00000215319.2","EIF5P1"
"23068","ENSG00000215325.4","ASS1P10"
"23069","ENSG00000215326.3","GPX1P2"
"23070","ENSG00000215333.3","KRT18P23"
"23071","ENSG00000215339.3","ZNF705CP"
"23072","ENSG00000215343.8","ZNF705D"
"23073","ENSG00000215347.5","SLC25A5P1"
"23074","ENSG00000215349.2","MRPL3P1"
"23075","ENSG00000215351.3","PPIAP1"
"23076","ENSG00000215353.2","C1QBPP1"
"23077","ENSG00000215354.10","FAM90A24"
"23078","ENSG00000215356.4","ZNF705B"
"23079","ENSG00000215357.2","HSPD1P8"
"23080","ENSG00000215367.12","TMED11P"
"23081","ENSG00000215368.5","BOD1P2"
"23082","ENSG00000215369.3","RPL37P3"
"23083","ENSG00000215371.3","DEFB108C"
"23084","ENSG00000215372.6","ZNF705G"
"23085","ENSG00000215373.4","FAM90A5"
"23086","ENSG00000215374.7","FAM66B"
"23087","ENSG00000215375.7","MYL5"
"23088","ENSG00000215378.4","DEFT1P"
"23089","ENSG00000215380.2","ENSG00000215380"
"23090","ENSG00000215381.3","RPL29P6"
"23091","ENSG00000215386.16","MIR99AHG"
"23092","ENSG00000215388.3","ACTG1P3"
"23093","ENSG00000215397.4","SCRT2"
"23094","ENSG00000215398.12","ENSG00000215398"
"23095","ENSG00000215399.2","HMGB3P7"
"23096","ENSG00000215403.1","LL22NC01-81G9.3"
"23097","ENSG00000215409.4","ENSG00000215409"
"23098","ENSG00000215414.4","PSMA6P1"
"23099","ENSG00000215417.15","MIR17HG"
"23100","ENSG00000215418.2","PEX12P1"
"23101","ENSG00000215421.10","ZNF407"
"23102","ENSG00000215424.11","MCM3AP-AS1"
"23103","ENSG00000215440.12","NPEPL1"
"23104","ENSG00000215441.3","CTAGE12P"
"23105","ENSG00000215444.2","RPL29P35"
"23106","ENSG00000215448.3","SRMP1"
"23107","ENSG00000215450.2","RPS2P54"
"23108","ENSG00000215452.6","ZNF663P"
"23109","ENSG00000215454.7","KRTAP10-4"
"23110","ENSG00000215455.4","KRTAP10-1"
"23111","ENSG00000215456.6","BCRP4"
"23112","ENSG00000215457.5","RPS8P3"
"23113","ENSG00000215458.9","AATBC"
"23114","ENSG00000215464.4","RPS10P29"
"23115","ENSG00000215467.2","RPL27AP"
"23116","ENSG00000215472.10","RPL17-C18orf32"
"23117","ENSG00000215474.8","SKOR2"
"23118","ENSG00000215475.5","SIAH3"
"23119","ENSG00000215477.2","RCN1P1"
"23120","ENSG00000215478.9","CES5AP1"
"23121","ENSG00000215480.4","OR7E37P"
"23122","ENSG00000215481.10","BCRP3"
"23123","ENSG00000215482.3","CALM2P3"
"23124","ENSG00000215483.13","LINC00598"
"23125","ENSG00000215486.6","ARL2BPP3"
"23126","ENSG00000215492.6","HNRNPA1P7"
"23127","ENSG00000215493.3","KLHL12P1"
"23128","ENSG00000215498.10","FAM230B"
"23129","ENSG00000215506.5","TPTE2P4"
"23130","ENSG00000215507.11","RBMY2DP"
"23131","ENSG00000215512.10","ENSG00000215512"
"23132","ENSG00000215515.2","IFIT1P1"
"23133","ENSG00000215520.3","RPS4XP4"
"23134","ENSG00000215529.13","EFCAB8"
"23135","ENSG00000215533.9","LINC00189"
"23136","ENSG00000215537.3","ZNF736P11Y"
"23137","ENSG00000215540.11","RBMY2CP"
"23138","ENSG00000215544.6","BCRP7"
"23139","ENSG00000215545.1","DEFB116"
"23140","ENSG00000215546.2","DKKL1P1"
"23141","ENSG00000215547.1","DEFB115"
"23142","ENSG00000215548.2","FRG1JP"
"23143","ENSG00000215553.3","KRT18P3"
"23144","ENSG00000215559.9","ANKRD20A11P"
"23145","ENSG00000215560.2","TTTY5"
"23146","ENSG00000215562.2","CNN2P7"
"23147","ENSG00000215567.5","ENSG00000215567"
"23148","ENSG00000215568.9","GAB4"
"23149","ENSG00000215571.5","GRK6P1"
"23150","ENSG00000215572.2","ESRRAP1"
"23151","ENSG00000215580.13","BCORP1"
"23152","ENSG00000215583.3","ASS1P6"
"23153","ENSG00000215586.2","SRSF10P2"
"23154","ENSG00000215589.3","KANK1P1"
"23155","ENSG00000215595.3","C20orf202"
"23156","ENSG00000215601.3","TSPY24P"
"23157","ENSG00000215603.4","ZNF92P1Y"
"23158","ENSG00000215604.3","ZNF962P"
"23159","ENSG00000215606.4","KRT18P35"
"23160","ENSG00000215612.8","HMX1"
"23161","ENSG00000215630.6","GUSBP9"
"23162","ENSG00000215644.10","GCGR"
"23163","ENSG00000215692.2","ENSG00000215692"
"23164","ENSG00000215695.2","RSC1A1"
"23165","ENSG00000215704.10","CELA2B"
"23166","ENSG00000215712.11","TMEM242"
"23167","ENSG00000215717.7","TMEM167B"
"23168","ENSG00000215720.4","MFFP1"
"23169","ENSG00000215734.3","MRPL20P1"
"23170","ENSG00000215760.2","TAF9BP2"
"23171","ENSG00000215765.3","ENSG00000215765"
"23172","ENSG00000215769.9","ARHGAP27P1-BPTFP1-KPNA2P3"
"23173","ENSG00000215771.2","LRRC37A14P"
"23174","ENSG00000215784.6","FAM72D"
"23175","ENSG00000215785.2","CFL1P6"
"23176","ENSG00000215788.11","TNFRSF25"
"23177","ENSG00000215790.9","SLC35E2A"
"23178","ENSG00000215795.2","ENSG00000215795"
"23179","ENSG00000215796.3","ENSG00000215796"
"23180","ENSG00000215800.2","RSL24D1P4"
"23181","ENSG00000215802.3","RFKP1"
"23182","ENSG00000215805.3","ENSG00000215805"
"23183","ENSG00000215807.4","KRT18P65"
"23184","ENSG00000215808.4","LINC01139"
"23185","ENSG00000215811.7","BTNL10P"
"23186","ENSG00000215812.5","ZNF847P"
"23187","ENSG00000215817.9","ZC3H11B"
"23188","ENSG00000215819.3","KRT18P12"
"23189","ENSG00000215833.3","QRSL1P1"
"23190","ENSG00000215834.11","FMO9P"
"23191","ENSG00000215835.2","ENSG00000215835"
"23192","ENSG00000215837.7","SDHAP2"
"23193","ENSG00000215838.5","ENSG00000215838"
"23194","ENSG00000215840.3","ENSG00000215840"
"23195","ENSG00000215841.5","ENSG00000215841"
"23196","ENSG00000215845.11","TSTD1"
"23197","ENSG00000215846.7","MPTX1"
"23198","ENSG00000215853.3","RPTN"
"23199","ENSG00000215859.10","PDZK1P1"
"23200","ENSG00000215861.9","ENSG00000215861"
"23201","ENSG00000215864.6","NBPF7P"
"23202","ENSG00000215866.10","LINC01356"
"23203","ENSG00000215867.4","KRT18P57"
"23204","ENSG00000215869.5","THAP3P1"
"23205","ENSG00000215871.2","ENSG00000215871"
"23206","ENSG00000215873.2","FEN1P1"
"23207","ENSG00000215874.3","CAPNS1P1"
"23208","ENSG00000215875.4","ST13P20"
"23209","ENSG00000215878.3","MARCKSL1P2"
"23210","ENSG00000215881.4","LINC02337"
"23211","ENSG00000215883.11","CYB5RL"
"23212","ENSG00000215887.5","ZNF859P"
"23213","ENSG00000215893.3","RPL23AP17"
"23214","ENSG00000215895.4","HSPA5P1"
"23215","ENSG00000215899.3","EEF1A1P46"
"23216","ENSG00000215900.4","SELENOWP1"
"23217","ENSG00000215905.4","RPL36P5"
"23218","ENSG00000215906.9","LACTBL1"
"23219","ENSG00000215908.12","CROCCP2"
"23220","ENSG00000215909.3","BRWD1P1"
"23221","ENSG00000215910.8","C1orf167"
"23222","ENSG00000215912.13","TTC34"
"23223","ENSG00000215914.4","MMP23A"
"23224","ENSG00000215915.10","ATAD3C"
"23225","ENSG00000215930.1","MIR942"
"23226","ENSG00000215938.3","MIR190B"
"23227","ENSG00000215939.3","MIR873"
"23228","ENSG00000215943.1","MIR892A"
"23229","ENSG00000215952.1","MIR921"
"23230","ENSG00000215957.1","MIR300"
"23231","ENSG00000215961.1","MIR297"
"23232","ENSG00000215966.1","MIR876"
"23233","ENSG00000215973.1","MIR933"
"23234","ENSG00000215991.1","MIR208B"
"23235","ENSG00000216001.3","MIR450B"
"23236","ENSG00000216005.1","MIR888"
"23237","ENSG00000216009.3","MIR874"
"23238","ENSG00000216031.1","MIR298"
"23239","ENSG00000216035.1","MIR938"
"23240","ENSG00000216056.1","MIR891A"
"23241","ENSG00000216058.1","MIR944"
"23242","ENSG00000216060.1","MIR934"
"23243","ENSG00000216064.1","MIR891B"
"23244","ENSG00000216069.1","MIR875"
"23245","ENSG00000216075.1","MIR890"
"23246","ENSG00000216077.3","MIR887"
"23247","ENSG00000216098.1","MIR892B"
"23248","ENSG00000216099.3","MIR889"
"23249","ENSG00000216101.3","MIR877"
"23250","ENSG00000216135.3","MIR885"
"23251","ENSG00000216141.3","MIR941-2"
"23252","ENSG00000216171.1","MIR513C"
"23253","ENSG00000216179.1","MIR541"
"23254","ENSG00000216191.1","MIR8485"
"23255","ENSG00000216192.1","MIR920"
"23256","ENSG00000216195.3","MIR941-4"
"23257","ENSG00000216265.1","FABP12P1"
"23258","ENSG00000216285.5","ENSG00000216285"
"23259","ENSG00000216306.4","KRT19P2"
"23260","ENSG00000216307.2","NAA40P1"
"23261","ENSG00000216316.1","RPL13AP15"
"23262","ENSG00000216324.1","ENSG00000216324"
"23263","ENSG00000216331.2","H1-12P"
"23264","ENSG00000216347.1","RPL10P10"
"23265","ENSG00000216352.1","ENSG00000216352"
"23266","ENSG00000216359.1","ENSG00000216359"
"23267","ENSG00000216360.1","ENSG00000216360"
"23268","ENSG00000216364.1","MRPL42P2"
"23269","ENSG00000216365.2","RPL37P15"
"23270","ENSG00000216368.2","RPL7AP36"
"23271","ENSG00000216378.1","ENSG00000216378"
"23272","ENSG00000216412.4","RPL12P2"
"23273","ENSG00000216425.4","PIMREGP2"
"23274","ENSG00000216436.2","H2AC2P"
"23275","ENSG00000216439.1","DUTP5"
"23276","ENSG00000216444.1","RAET1M"
"23277","ENSG00000216471.3","RPSAP43"
"23278","ENSG00000216475.1","ENSG00000216475"
"23279","ENSG00000216480.2","RPL21P69"
"23280","ENSG00000216490.4","IFI30"
"23281","ENSG00000216516.1","ENSG00000216516"
"23282","ENSG00000216518.1","EEF1GP6"
"23283","ENSG00000216519.2","ENSG00000216519"
"23284","ENSG00000216523.1","ENSG00000216523"
"23285","ENSG00000216548.2","ENSG00000216548"
"23286","ENSG00000216560.5","LINC00955"
"23287","ENSG00000216588.9","IGSF23"
"23288","ENSG00000216613.2","ENSG00000216613"
"23289","ENSG00000216616.1","RPL27AP7"
"23290","ENSG00000216621.9","ENSG00000216621"
"23291","ENSG00000216624.4","GAPDHP72"
"23292","ENSG00000216629.1","OR2W4P"
"23293","ENSG00000216636.1","RPL7P25"
"23294","ENSG00000216639.1","RPL7AP35"
"23295","ENSG00000216642.1","ENSG00000216642"
"23296","ENSG00000216649.5","GAGE12E"
"23297","ENSG00000216657.1","GLRX3P2"
"23298","ENSG00000216663.3","ENSG00000216663"
"23299","ENSG00000216671.6","CCNYL3"
"23300","ENSG00000216676.2","RPL8P1"
"23301","ENSG00000216687.2","ENSG00000216687"
"23302","ENSG00000216708.1","CIR1P3"
"23303","ENSG00000216710.1","COX6A1P3"
"23304","ENSG00000216713.1","MTND4P13"
"23305","ENSG00000216718.7","RPL21P68"
"23306","ENSG00000216721.3","ENSG00000216721"
"23307","ENSG00000216723.1","NUDT19P3"
"23308","ENSG00000216740.2","ANXA2P3"
"23309","ENSG00000216753.3","HMGA1P7"
"23310","ENSG00000216754.2","RPL6P17"
"23311","ENSG00000216762.1","VN1R13P"
"23312","ENSG00000216775.5","ENSG00000216775"
"23313","ENSG00000216777.1","PRRC2CP1"
"23314","ENSG00000216781.2","RPL7L1P20"
"23315","ENSG00000216802.1","MTCH1P1"
"23316","ENSG00000216809.1","ENSG00000216809"
"23317","ENSG00000216811.2","ENSG00000216811"
"23318","ENSG00000216813.1","RPS12P14"
"23319","ENSG00000216817.1","R3HDM2P2"
"23320","ENSG00000216819.1","TUBB2BP1"
"23321","ENSG00000216824.2","ZNF736P10Y"
"23322","ENSG00000216829.6","FGF7P4"
"23323","ENSG00000216835.3","RBMXP1"
"23324","ENSG00000216844.1","ENSG00000216844"
"23325","ENSG00000216853.1","MTCYBP36"
"23326","ENSG00000216854.2","RPL17P26"
"23327","ENSG00000216859.1","DHFRP5"
"23328","ENSG00000216863.12","LY86-AS1"
"23329","ENSG00000216866.5","RPS2P55"
"23330","ENSG00000216867.2","RPL22P12"
"23331","ENSG00000216895.9","RBM33-DT"
"23332","ENSG00000216901.1","ZNF603P"
"23333","ENSG00000216902.3","RPL31P32"
"23334","ENSG00000216904.2","SOCS5P5"
"23335","ENSG00000216906.2","ENSG00000216906"
"23336","ENSG00000216913.2","TNPO3P2"
"23337","ENSG00000216915.2","GPR89P"
"23338","ENSG00000216917.2","RPL15P9"
"23339","ENSG00000216921.9","FAM240C"
"23340","ENSG00000216937.14","CCDC7"
"23341","ENSG00000216938.3","RPL7P58"
"23342","ENSG00000216966.1","ENSG00000216966"
"23343","ENSG00000216977.1","RPL21P65"
"23344","ENSG00000216990.2","HSPD1P10"
"23345","ENSG00000216998.1","CYP2AC1P"
"23346","ENSG00000217004.1","ENSG00000217004"
"23347","ENSG00000217026.3","RPL10P1"
"23348","ENSG00000217027.1","TPT1P4"
"23349","ENSG00000217030.1","RPS18P8"
"23350","ENSG00000217041.1","ENSG00000217041"
"23351","ENSG00000217044.1","MTCO3P31"
"23352","ENSG00000217060.1","ENSG00000217060"
"23353","ENSG00000217067.2","ENSG00000217067"
"23354","ENSG00000217078.1","ENSG00000217078"
"23355","ENSG00000217083.1","MTCO2P33"
"23356","ENSG00000217085.2","HMGB3P19"
