"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DBF4",1264.22449959426,-0.0137128099108085,0.0574849652801385,-0.238546024060075,0.811457623360096,0.965882656753024
"TBXA2R",40.5258916626582,0.185198929850849,0.238699868794828,0.775865235225724,0.43782856116905,NA
"IFRD1",585.995755136397,0.0183038118076633,0.0948407095728232,0.192995306447056,0.846962643902433,0.975334622019397
"COX10",848.356956936032,0.030040897869914,0.0660513291128109,0.454811406120328,0.649244923692385,0.92621984918314
"GTF2IRD1",611.702145151989,-0.0876763250729433,0.0726171709490114,-1.20737731761136,0.227286866760265,0.687148500017198
"PAF1",7813.27756829283,-0.0379529389595583,0.0449282094156587,-0.844746306455976,0.398252499117336,0.813075562589369
"VPS41",1325.4168853555,0.141102864603683,0.056104929343412,2.51498159350683,0.0119038598430973,0.196055137415831
"ARHGAP44",553.678699571682,-0.00775558193783172,0.0765187724038183,-0.101355284385675,0.91926843150518,0.984904686996332
"ELAC2",6274.17754356407,-0.0354419649361614,0.0336462683040244,-1.05336986009596,0.292171512199278,0.744798627391551
"SCIN",661.504996632589,-0.0623868858781284,0.0630731085284231,-0.989120202471304,0.322604334351185,0.765215307918969
"ADIPOR2",4327.2125126295,-0.0920385339360013,0.0337349642778653,-2.72828313016448,0.00636649376323167,0.140070498220678
"CDKL3",101.064843360996,-0.0514865616741465,0.166161512527409,-0.309858527952757,0.756668541516375,0.950995307618343
"MARK4",902.718651246304,0.0107303385951068,0.058770450475352,0.18258050616112,0.855127181048631,0.975446315157896
"PROM1",60.2507050641821,-0.60169752908584,0.206555432157434,-2.91300752926814,0.0035796597016589,NA
"CCDC124",3367.78483244199,0.0210830809353943,0.0708551689069174,0.297551770190418,0.766045289753138,0.952947947404738
"PAFAH1B1",5246.35572416952,-0.0103320360934333,0.0359093583984421,-0.287725444124937,0.773556911659208,0.956717843040593
"NOS2",95.2022089422225,-0.0170154800125804,0.183760285112477,-0.09259606885223,0.926224466933136,0.985929784896778
"BLTP2",9160.11431353021,-0.0586172550071273,0.0552875400157976,-1.06022541408748,0.289042061860011,0.741801004132058
"GAS7",168.355612107211,-0.0587085463260964,0.135021389770529,-0.434809228566469,0.663700905741926,0.928110052664574
"TRAPPC6A",311.689135743939,0.212209729933782,0.125404808434388,1.6921977122178,0.0906082826034196,0.493871746783719
"MATK",382.298663856356,-0.331192298005296,0.101717552563496,-3.25599947755874,0.00112993959422899,0.0524276924176598
"ST7L",496.879480609789,-0.0935901709227024,0.0773577145203995,-1.20983629755533,0.226341715062098,0.685882295667239
"TKTL1",10.1869980811756,-1.00005220087133,0.546297465327153,-1.83060011137421,0.0671602519319626,NA
"PAX6",646.088784388038,-0.143266372752835,0.0695621087940567,-2.05954614137683,0.0394419496050856,0.352912222539177
"RPUSD1",1775.74694439349,-0.06184402628284,0.0651743711912555,-0.948901004374212,0.342670963697268,0.779142952788524
"RHBDF1",251.653849235671,0.189239333748939,0.111021094625353,1.70453492993865,0.0882811961341665,0.488145418444337
"LUC7L",2017.71707712875,0.0593754032601925,0.0652864591608074,0.909459695370286,0.363107523571288,0.788343914403687
"CACNA2D2",271.67163918509,-0.0305285639508408,0.0961632575228683,-0.317465992076869,0.750890040245038,0.949748140756112
"BAIAP3",78.5127195530918,0.080915899026166,0.187005087314518,0.432693571004707,0.66523740101417,NA
"TSR3",1610.96092874072,-0.0469884139184022,0.101263803997908,-0.464019837921286,0.642633532711993,0.924978795224605
"PIGQ",1097.11278702757,0.0693363534463143,0.0764949655648444,0.90641721235286,0.364715065766402,0.790756360326209
"CRAMP1",1068.58936272087,-0.00555857476478196,0.0664363946172549,-0.0836676161734142,0.933320705386815,0.987065930502671
"TEAD3",360.688354124874,-0.100667637959658,0.081801175220169,-1.23063804020798,0.218458271146636,0.677171103531636
